"index","id","name","alias","type","rating","review_count","price","location","latitude","longitude"
"6115","KqwhSnivUjQF354WCv1gDQ","Foodlab","foodlab-los-angeles-2","coffee","4",611,"2",90046,"34.0909","-118.348"
"6116","LQO6Fkhf7dfTGWQcHf18ug","Sandras Antojitos Taco Truck","sandras-antojitos-taco-truck-los-angeles","foodtrucks","3",4,"2",90028,"34.0967","-118.311"
"6117","8ARgCFLFK--uDOaEpFutPA","Fred 62","fred-62-los-angeles","diners","3.5",2178,"2",90027,"34.1046","-118.292"
"6118","tLipkKINuHrgFFi-CJ-Bbg","California Donuts","california-donuts-los-angeles-3","donuts","3.5",208,"1",90028,"34.1022","-118.315"
"6119","ELt8AKqbguZKUp2hEYKEnQ","Kalinka Russian Cuisine","kalinka-russian-cuisine-glendale","russian","5",116,"2",91201,"34.1615","-118.301"
"6120","DLyTZUzlM9ymEr3smImO6Q","Urban Ramen","urban-ramen-los-angeles-2","ramen","3.5",777,"2",90046,"34.0978","-118.35"
"6121","534bV5Ofaudh0h58w7VbTA","Gourmet Romano","gourmet-romano-burbank","pizza","4.5",153,"2",91505,"34.1521","-118.344"
"6238","PXEkChJgfeqoM100R9Gd-A","Asparagus Pizza","asparagus-pizza-los-angeles","pizza","3",108,"2",90028,"34.1042","-118.33"
"6122","JF6bQpEVjtI0_J6eerueiw","161st Street Pizzeria","161st-street-pizzeria-los-angeles-3","pizza","3.5",52,"1",90068,"34.1299","-118.349"
"6123","ur-joWvA_fPN_oxW50VwCQ","The Indian Kitchen","the-indian-kitchen-west-hollywood-2","indpak","4",366,"2",90046,"34.0909","-118.367"
"6124","2MGWFsbpCYYryo8eNK1DPw","Russia Restaurant","russia-restaurant-los-angeles","russian","4",6,"3",90028,"34.1024","-118.328"
"6125","qCOuHfnkqrNqsOkPxaWBAg","Chipotle Mexican Grill","chipotle-mexican-grill-los-angeles-30","mexican","3",186,"1",90046,"34.0978","-118.357"
"6126","cC0ERV9TQMWE0FkE6kxjtQ","Darabar Secret Thai Cuisine","darabar-secret-thai-cuisine-los-angeles","thai","3.5",104,"2",90027,"34.1014","-118.301"
"6127","Wplz4OtyU0CTe9LuwJYwrg","Karihang-Pinoy","karihang-pinoy-los-angeles","filipino","4",26,"1",90029,"34.091","-118.296"
"6128","B8pDefzS_lBIRheHurTaYw","Guatemalteca Bakery Restaurant","guatemalteca-bakery-restaurant-los-angeles","latin","3.5",114,"1",90029,"34.0907","-118.294"
"6129","ppzYzTgmNq8gFkoSnkKCFg","Hollywood Pizza Cafe","hollywood-pizza-cafe-los-angeles-2","pizza","4",82,"1",90028,"34.102","-118.332"
"6130","yPRVst-zqqmp_W6c6SuUNA","Tacos Manzano","tacos-manzano-north-hollywood","mexican","4",395,"1",91601,"34.172","-118.374"
"6131","PAwiHIlFYm7tdkG4er2_cw","Roosevelt Cafe","roosevelt-cafe-los-angeles","burgers","3.5",74,"2",90027,"34.1183","-118.294"
"6132","Si27WOcGcPZx6--Mzdr9Aw","Gala Thai Noho","gala-thai-noho-north-hollywood","thai","3.5",247,"2",91601,"34.1646","-118.372"
"6133","BY4-RreD5sCwChIRDh_U6A","Javista Organic Coffee Bar","javista-organic-coffee-bar-hollywood","coffee","4.5",531,"1",90028,"34.0981","-118.337"
"6134","ocPmkqowfcCqRXVlEsivuQ","Osaka Teriyaki House","osaka-teriyaki-house-burbank","bbq","3.5",178,"1",91506,"34.1633","-118.313"
"6135","YnfPUHnQumILxQaotuJb9w","Juices Fountain","juices-fountain-hollywood","juicebars","4.5",161,"1",90028,"34.1015","-118.328"
"6136","qNB9rcprlKr87SKC6RutJQ","Mechta Deli","mechta-deli-west-hollywood","delis","4",23,"1",90046,"34.0905","-118.357"
"6137","wd-gOx9PaPudJziGyQeeRg","Twin Castle Drive-In","twin-castle-drive-in-north-hollywood","coffee","4",141,"1",91602,"34.1505","-118.37"
"6138","DENlYKL3numINYOnpkglYA","Kazu Sushi","kazu-sushi-studio-city","sushi","4",118,"4",91604,"34.1393","-118.38"
"6139","5vGerGMy1ycaa_Z0hgVGqg","Mi Teresita Taco Truck","mi-teresita-taco-truck-los-angeles","foodstands","4.5",60,"1",90029,"34.0926","-118.309"
"6140","yyIj9b6bbMtNzxyEn05sgA","Solar de Cahuenga","solar-de-cahuenga-los-angeles","creperies","3",677,"2",90028,"34.1051","-118.331"
"6141","dKTA76_AYttgxTxmyOAGMQ","Saraya Thai Cuisine","saraya-thai-cuisine-burbank","thai","4",220,"2",91506,"34.1694","-118.321"
"6142","JuxBxV7A5NKYABDWHNrmQA","Ye Rustic Inn","ye-rustic-inn-los-angeles","sportsbars","3.5",588,"2",90027,"34.1044","-118.288"
"6143","pwRmblilJ3IliCPb6XGzeQ","Panda Express","panda-express-hollywood","chinese","3.5",73,"1",90028,"34.1041","-118.33"
"6144","aVTH4KSQzWodXa2hlq-aag","V Boulevard Cafe","v-boulevard-cafe-glendale-3","coffee","4.5",448,"2",91201,"34.1598","-118.299"
"6145","AfjDejIQnCOhFFMxZFWExQ","Tacos Al Pastor","tacos-al-pastor-los-angeles-2","mexican","4",111,"1",90029,"34.091","-118.302"
"6146","mvTRsZhTdWCc9GfPRdIQUw","KFC","kfc-universal-city-3","hotdogs","3",5,"1",91608,"34.1362","-118.352"
"6147","pbnogT4EclWILdbPwOoigQ","Trejo's Coffee & Donuts","trejos-coffee-and-donuts-hollywood","donuts","3.5",351,"2",90038,"34.0908","-118.338"
"6148","zeI67-HryNnphV4-r-3nag","Kitchen24","kitchen24-west-hollywood","breakfast_brunch","3.5",1044,"2",90069,"34.0886","-118.379"
"6149","PnuvzVXKGEwbkAic0PpU8w","Sushi Joint","sushi-joint-glendale","sushi","4",788,"2",91201,"34.1653","-118.287"
"6150","yHJVyd6RhpEtVYNfdBEhKg","Corner Poke","corner-poke-burbank","hawaiian","4",41,"2",91505,"34.1521","-118.343"
"6151","KaVfKRkPm7YAJmzCGI42ng","The Inner Sanctum Cafe","the-inner-sanctum-cafe-los-angeles-2","cafes","4.5",17,"1",90027,"34.0985","-118.308"
"6152","CRAu11tiSypXF3QYNYKXhw","Groundwork Coffee Co.","groundwork-coffee-co-los-angeles-28","coffee","4",558,"1",90028,"34.0982","-118.33"
"6153","Gy-1yMvhhETJ9BgRVAuxzg","Clariza Restaurant","clariza-restaurant-los-angeles","salvadoran","4.5",3,"1",90038,"34.0906","-118.311"
"6154","d_xvAfpQyhICf5NB1tXLCQ","Fresh Brothers","fresh-brothers-west-hollywood","salad","4",435,"2",90069,"34.088","-118.38"
"6155","D_Ynn7hOAalOthlakjhJMg","Frog Frozen Yogurt","frog-frozen-yogurt-los-angeles","icecream","4",389,"1",90028,"34.0996","-118.329"
"6156","R8rEnVictkK7nULV4VTA1w","El Matador Taco Truck","el-matador-taco-truck-los-angeles","foodtrucks","4",172,"1",90028,"34.0928","-118.309"
"6157","z9XpiScWClpOcN1S9sFPtQ","Bianca's Deli & Café","biancas-deli-and-café-los-angeles-2","delis","4.5",130,"1",90027,"34.096","-118.292"
"6158","F4_Dk8qcl8lmC4KbW9XPsg","PA Ord Noodle","pa-ord-noodle-los-angeles-2","thai","3.5",223,"2",90028,"34.0985","-118.344"
"6159","ziGkXrgi_QHij_HuuPDDhg","IHOP","ihop-hollywood-6","breakfast_brunch","3",220,"2",90028,"34.0978","-118.342"
"6160","9nPH_GmXkZZf3dwVdzKxAw","Joe's Great American Bar & Grill","joes-great-american-bar-and-grill-burbank","tradamerican","3.5",226,"1",91505,"34.166","-118.354"
"6161","UWm0J4mEIqT2K75CJA-NDQ","Ruby's Shake Shop","rubys-shake-shop-los-angeles","burgers","4",100,"1",91601,"34.1629","-118.373"
"6162","ykYfS-D9_ZySbThpndYOug","Little Ongpin","little-ongpin-los-angeles","filipino","3.5",23,"1",90027,"34.0979","-118.3"
"6163","iStxFxfqld2JyvtTV3iKwA","Pyramido Greek & Mediterranean Grill","pyramido-greek-and-mediterranean-grill-north-hollywood","hookah_bars","3.5",217,"2",91601,"34.16","-118.372"
"6164","G39U3-VpDqujFyaU-fzi5w","North End Pizzeria","north-end-pizzeria-burbank-2","pizza","4",133,"2",91506,"34.1727","-118.332"
"6165","Qq2alp9ABrVu-HYfD9blYA","Meatology Mediterranean Grill","meatology-mediterranean-grill-studio-city","mediterranean","4.5",82,"2",91602,"34.1452","-118.363"
"6166","zM-CDmRz-oJPTLGXToQ-yQ","Coffee For Breakfast","coffee-for-breakfast-los-angeles","food","4.5",331,"2",91601,"34.1719","-118.382"
"6167","dzT-TIK2r2Iu29msWfleng","Tom's Famous Family Restaurant 7","toms-famous-family-restaurant-7-north-hollywood","breakfast_brunch","4",384,"1",91601,"34.1719","-118.362"
"6168","NA9aMSQVEVSSuYGCbWFBfQ","Kanom Thai Ram 2","kanom-thai-ram-2-los-angeles","desserts","4.5",13,"1",90027,"34.102","-118.303"
"6169","FvgGNvI3msdifKlO8tcc5g","Belgium Waffle Haus","belgium-waffle-haus-los-angeles-4","coffee","4",120,"2",91604,"34.1418","-118.376"
"6170","RaVw73sJaLSA_qEHEgzPig","Mel's Diner","mels-diner-universal-city","gourmet","2",94,"2",91608,"34.1386","-118.355"
"6171","whupmMNpZugnd5khzbQtxQ","Hooters","hooters-hollywood-2","tradamerican","2.5",397,"2",90028,"34.1014","-118.341"
"6172","hADFE_s5rJOI2siWVGxNVw","La Pupusa Loca","la-pupusa-loca-los-angeles","salvadoran","3",84,"2",90038,"34.0905","-118.314"
"6173","ieeLx8FgS6gHySMjlM5Fvw","Cletus' Chicken Shack","cletus-chicken-shack-universal-city-2","chickenshop","3",124,"2",91608,"34.1395","-118.354"
"6174","dEOXz7MD3SNVJiIHn8sPuQ","Cactus Taquerias","cactus-taquerias-studio-city-4","mexican","3",449,"1",91602,"34.1506","-118.379"
"6175","VdVhn7--cST4GSBpl_zWzg","Guanaquita Bakery","guanaquita-bakery-los-angeles-2","salvadoran","4",16,"1",90038,"34.0907","-118.326"
"6176","b-q_rGBMtHq7-D8P9RDFJw","Ilonggo Restaurant","ilonggo-restaurant-los-angeles","filipino","4",27,"1",90029,"34.0911","-118.29"
"6177","1r0RSpKZ4Cq8lN0pVPDwZw","Panini Pizzeria & Italian Kitchen","panini-pizzeria-and-italian-kitchen-west-hollywood","pizza","4",213,"2",90069,"34.0908","-118.385"
"6178","VQf-OQGivLebmO648uIiww","Taco Bell","taco-bell-los-angeles-6","hotdogs","2",105,"1",90038,"34.0924","-118.326"
"6179","Yehkh24xjl93EQO2ixVpsQ","Lenzini's Pizza","lenzinis-pizza-north-hollywood","pizza","4",358,"1",91601,"34.1622","-118.373"
"6180","p8Y13FKR7Dx29T7Yj2G5xQ","Luchini Pizzeria & Bar","luchini-pizzeria-and-bar-hollywood","pizza","3.5",102,"1",90028,"34.1","-118.33"
"6181","xkCjDR1HvOc7iGUfdpzMQQ","Baja Fresh","baja-fresh-west-hollywood-2","hotdogs","3.5",76,"1",90046,"34.0903","-118.345"
"6182","keYziB0x-8I_yLl5_Idwfg","Domino's Pizza","dominos-pizza-los-angeles-68","pizza","2.5",26,"1",90046,"34.0976","-118.348"
"6183","f3Mjg-IzqMpxNm5u5bGasg","Dixie Hollywood Hotel Restaurant","dixie-hollywood-hotel-restaurant-los-angeles","newamerican","2.5",6,"1",90027,"34.1016","-118.308"
"6184","bc0rI5EUHTKv5x70BnA7VA","The Griddler Truck","the-griddler-truck-los-angeles","foodtrucks","4.5",15,"1",90046,"34.1147","-118.364"
"6185","1OdjFE5FOkeqERHT51nGZg","Kitchen 22","kitchen-22-los-angeles","burgers","2",11,"2",90068,"34.1124","-118.338"
"6186","hsTa1ddKnbk1A6wDByUchw","Panda Express","panda-express-studio-city","chinese","2.5",86,"1",91604,"34.1358","-118.361"
"6187","v1VKYmbS0upjwiH5XBPegg","Jersey Mike's Subs","jersey-mikes-subs-los-angeles-23","hotdogs","4.5",98,"2",90027,"34.102","-118.309"
"6188","QLbXDcoytRrZniaVvAaB5w","Tony's Deli","tonys-deli-burbank","delis","3.5",92,"1",91505,"34.1606","-118.331"
"6189","24Td90wQFZYGTEM9gJIvDg","Sizzler","sizzler-burbank","seafood","2.5",95,"2",91505,"34.1709","-118.349"
"6190","twLLPv5BR5HxiNeBW-fRAQ","Good Greek Grub","good-greek-grub-los-angeles-3","foodtrucks","4",73,"1",90027,"34.1043","-118.292"
"6191","jHFrpq-esR0vo52ZADA_mA","Fatburger","fatburger-hollywood-2","burgers","3",320,"1",90027,"34.1001","-118.292"
"6192","5VFh8LmJ0aVHbRsqsmd3Rw","Pulgarcito Del Valle","pulgarcito-del-valle-north-hollywood","salvadoran","4",4,"1",91605,"34.1724","-118.369"
"6193","n5pBv_e0bChNWwQbxWk_ow","Pizza Man","pizza-man-los-angeles-14","pizza","4",120,"1",90027,"34.0984","-118.301"
"6194","TuoznwsbwX87ufjOTbV30w","Sunset Thai Cuisine","sunset-thai-cuisine-los-angeles-2","thai","3.5",300,"2",90046,"34.0982","-118.353"
"6195","C-wslaBsCyiASoaZfxPYzQ","Thai Room Restaurant","thai-room-restaurant-burbank","thai","4",311,"1",91505,"34.1651","-118.346"
"6196","8W8R8qQrtQdChBSVcFp0zQ","Daphne's","daphnes-west-hollywood","greek","3.5",198,"1",90046,"34.0905","-118.344"
"6197","oNMj8E4IOVZC1Zj7H0fwgQ","Beso Restaurant","beso-restaurant-los-angeles","latin","3",1239,"3",90028,"34.1015","-118.328"
"6198","RWrk4LNFD4hTDbIKMlor4w","Priscilla's Gourmet Coffee Tea & Gifts","priscillas-gourmet-coffee-tea-and-gifts-burbank","coffee","4",629,"1",91505,"34.152","-118.345"
"6199","goLMgI32aesov_2OzaNERg","Nairi Meat & Deli","nairi-meat-and-deli-los-angeles","delis","4.5",20,"1",90027,"34.1021","-118.3"
"6200","UssPVboCbgXDJ8jNBqJlTg","Chado Tea Room","chado-tea-room-hollywood","tea","4",411,"2",90028,"34.1026","-118.34"
"6201","S27fpfZlgQ8ULRgsWlZf_Q","Eat That Burger","eat-that-burger-north-hollywood","tradamerican","4",331,"1",91601,"34.1718","-118.374"
"6202","G0zjKsdvDqDRsKwgFXosqQ","Rawkin Juice","rawkin-juice-burbank","juicebars","4.5",199,"2",91505,"34.1525","-118.347"
"6203","Amq_cWW4GNOX7zonCn5Tvw","El Pollo Loco","el-pollo-loco-hollywood-6","hotdogs","3.5",57,"1",90038,"34.0941","-118.326"
"6204","A-jKHpR2qqewHJg73A6bdw","WaBa Grill","waba-grill-los-angeles-13","hotdogs","4",123,"1",90029,"34.0918","-118.292"
"6205","Pip5dWRbDTEq8As0HWBvYg","Bravo Pizza and Chicken","bravo-pizza-and-chicken-north-hollywood","pizza","4",335,"1",91601,"34.1648","-118.361"
"6206","XqGWcu3L7HxognsxxKAjsQ","Assam Indian Kitchen","assam-indian-kitchen-north-hollywood-2","indpak","3.5",253,"2",91601,"34.1724","-118.364"
"6207","-YpFpXW2fRK126XoQ8TpwQ","Dirty Dog Cart","dirty-dog-cart-west-hollywood","foodstands","4",2,"1",90046,"34.093","-118.36"
"6208","5LUJlkeqs0YBHyXc71kQEw","Wok To Go","wok-to-go-burbank","chinese","3",192,"2",91505,"34.1598","-118.343"
"6209","eOpRE4M6ImSh01Xm9_5zww","Vivian's Millennium Cafe","vivians-millennium-cafe-studio-city-2","coffee","4",577,"2",91604,"34.1399","-118.37"
"6210","rXVgBL8lm8kKZPlSvctpqQ","UYE Waffle Wednesday at Wafflejack in Hollywood","uye-waffle-wednesday-at-wafflejack-in-hollywood-los-angeles","waffles","4",4,"1",90028,"34.1016","-118.34"
"6211","OKzJD_hltbs6Jkls3Ypl2g","Sunset Grill Hollywood","sunset-grill-hollywood-los-angeles","sandwiches","3.5",215,"1",90046,"34.0983","-118.352"
"6212","XayrQrvB0lJwIFoKnUNejg","Dany's Deli","danys-deli-los-angeles","juicebars","4",25,"1",90029,"34.0921","-118.292"
"6213","IT97CTQhDFx3aEsvNzZe5Q","Bohemia Tea Parlour","bohemia-tea-parlour-los-angeles","cafes","4.5",114,"1",90046,"34.0982","-118.354"
"6214","2xVz5_dYgHQvDWeDF9hvjg","Pink Elephant Liquors & Deli","pink-elephant-liquors-and-deli-los-angeles","beer_and_wine","3.5",53,"2",90027,"34.1047","-118.309"
"6215","Eg4EqeJ2nzKewW6OyW9IgA","Lucky Strike Live Hollywood","lucky-strike-live-hollywood-hollywood","bowling","3.5",517,"2",90028,"34.1023","-118.339"
"6216","_oF_tVIrhdcj75FKnUFy3Q","Nersses Vanak","nersses-vanak-glendale","mideastern","4",165,"2",91201,"34.168","-118.291"
"6217","f2jr8yiOS9K6VlwgDWNe2Q","Ramen Bangaichi","ramen-bangaichi-los-angeles-3","ramen","3.5",147,"2",90029,"34.0956","-118.283"
"6218","F2IKASMNLvrNTHhkLclLHQ","Lucifers Pizza","lucifers-pizza-los-angeles","pizza","3.5",567,"2",90027,"34.107","-118.287"
"6219","MRk0mVqB47G5VDDofyDsdg","Pi on Sunset","pi-on-sunset-west-hollywood","mediterranean","3.5",300,"2",90069,"34.0905","-118.384"
"6220","pFYODrNhM2RowJ0jptU4vA","Cheebo","cheebo-los-angeles","pizza","3.5",626,"2",90046,"34.0982","-118.354"
"6221","_cjdL3J_lRhdtYuXt2jMdA","Cafe Valentino","cafe-valentino-burbank","coffee","4",60,"2",91505,"34.1524","-118.339"
"6222","V5OUVuAUGN9b-T2nRYzTUA","Mucho Mas","mucho-mas-north-hollywood","mexican","3.5",419,"2",91601,"34.1724","-118.358"
"6223","lZT-ODJ8f-yQL-Gdyt2QRA","Cheech's Pizza","cheechs-pizza-los-angeles","pizza","4",353,"1",90027,"34.1105","-118.287"
"6224","_F9CHvoUZvaVatlNEoO1Ww","Los Tacos","los-tacos-w-hollywood","mexican","3.5",407,"1",90046,"34.0907","-118.363"
"6225","XWiA6AhHD0rBhgYXWyd0vg","Marix Tex Mex Cafe","marix-tex-mex-cafe-west-hollywood-3","tex-mex","3.5",475,"2",90069,"34.0911","-118.371"
"6226","dPWTy6U56fL8Vis7w3MTDw","Los Burritos","los-burritos-los-angeles-9","mexican","3.5",235,"1",90028,"34.1017","-118.332"
"6227","88iY_CUbw8HkF5kJ0C1n0Q","Miyako Sushi Bar","miyako-sushi-bar-north-hollywood","sushi","3.5",493,"2",91601,"34.1609","-118.372"
"6228","rGdvMfl67B6bjpNYt1Ysug","China Express","china-express-los-angeles-11","chinese","4",64,"1",90027,"34.1056","-118.288"
"6229","nhLoB0sORs3FWizIkI6WxQ","Enigma Coffee","enigma-coffee-los-angeles","coffee","4.5",45,"2",90046,"34.0983","-118.36"
"6230","4t6m44VfWI2xH_ljPf-ngg","Panda Express","panda-express-los-angeles-19","chinese","2.5",86,"1",90028,"34.0983","-118.311"
"6231","MUT6jOalbT-1YcekUzutpQ","Babushka Grandma's Deli","babushka-grandmas-deli-los-angeles-9","delis","3.5",97,"2",90046,"34.0976","-118.35"
"6232","gRwyPLhPMjWfbun3SNbDkA","The Vine Street Deli","the-vine-street-deli-los-angeles-2","coffee","4",138,"2",90038,"34.0938","-118.327"
"6233","gu6N4kZ1JlsKPSJMGTwj9A","Angel Thai Cuisine","angel-thai-cuisine-glendale-2","thai","4",515,"2",91201,"34.1667","-118.289"
"6234","xKiy7WjqP8Va1AWa6StIxQ","Take Sushi Restaurant & Japanese Cuisine","take-sushi-restaurant-and-japanese-cuisine-west-hollywood","japanese","4",179,"2",90069,"34.0903","-118.385"
"6235","J5OiWmshzD9Xf4NusZvhjA","Sushi Ai","sushi-ai-los-angeles","sushi","4",54,"2",90027,"34.1073","-118.287"
"6236","hSRWW6xLnlgYTVlncrNoaQ","Shakey's Pizza Parlor","shakeys-pizza-parlor-los-angeles-8","pizza","3.5",125,"2",90038,"34.0909","-118.342"
"6239","nIxiVHBdelc3_TN-5vEbrw","Cactus Mexican Cuisine","cactus-mexican-cuisine-los-angeles","mexican","3",68,"2",90028,"34.0951","-118.326"
"6240","_xdu8YbT6V7bWA3dmWOObA","Tortas Mexico","tortas-mexico-studio-city","mexican","3.5",187,"1",91604,"34.1408","-118.371"
"6241","plapL0yb68wZZCJkt545GQ","Fatburger","fatburger-north-hollywood-2","hotdogs","3",203,"1",91601,"34.1724","-118.371"
"6242","Q5bk45XctRWiKMULYfY_UQ","sweetgreen","sweetgreen-west-hollywood","vegetarian","3.5",62,"2",90069,"34.0929","-118.378"
"6243","eb76buRAUSnRuoqVEf2dBA","Zermenos Restaurant","zermenos-restaurant-los-angeles-2","mexican","4",231,"1",90038,"34.0912","-118.323"
"6244","gnz79Oen8SX_I8opX_zMrg","Baja Fresh","baja-fresh-los-angeles-11","mexican","3",101,"1",90028,"34.1014","-118.341"
"6245","79TW65cHY3NPyjzI59CG0A","Wienerschnitzel","wienerschnitzel-burbank","hotdogs","3",81,"1",91505,"34.1563","-118.336"
"6246","fEkSGQylqjsLB9GN3N2tvA","Pattaya Bay Thai","pattaya-bay-thai-los-angeles","thai","3.5",364,"2",90027,"34.1025","-118.292"
"6247","7Na-1N3R-55SKM-vm2sKlw","City Kitchen","city-kitchen-los-angeles-4","breakfast_brunch","4",126,"2",91601,"34.1656","-118.375"
"6248","uw46RuhqrO_wy8K-aBqsbg","Domino's Pizza","dominos-pizza-los-angeles-61","pizza","2.5",96,"1",90028,"34.1021","-118.322"
"6249","qsK55jSm6r2uHoU0NuViEw","Tang's Donuts","tangs-donuts-los-angeles","donuts","3.5",38,"1",90028,"34.1054","-118.317"
"6250","YmPVCDNzEBWBnmv8WuRliQ","Carl's Jr","carls-jr-studio-city-2","hotdogs","2.5",50,"1",91604,"34.1367","-118.362"
"6251","-XLdWfSqN4zAjojJUJlhJg","El Pollo Loco","el-pollo-loco-burbank-4","hotdogs","3",76,"1",91506,"34.1618","-118.314"
"6252","BREPgR-RgVCgTxH6R_cOug","Raffallo's Pizza","raffallos-pizza-los-angeles-9","pizza","3",198,"2",90028,"34.1014","-118.345"
"6253","51Z90o-sgugvoUGMpf5l-g","Brasil Kiss Coffeebar","brasil-kiss-coffeebar-los-angeles-2","brazilian","4",77,"1",90038,"34.0904","-118.328"
"6254","6I--zAD8jYqB_zeINJ_bvQ","Jimmy John's","jimmy-johns-los-angeles-16","sandwiches","3",78,"1",90028,"34.0981","-118.343"
"6255","x1eZxkArZwYuZ4-53Q1s3g","Mr K's Pizza","mr-ks-pizza-glendale","pizza","4.5",166,"1",91201,"34.1683","-118.286"
"6256","5_lu3O0ka4AwrqJso74-YQ","Johnny Rockets","johnny-rockets-hollywood-2","burgers","3",223,"2",90028,"34.1021","-118.34"
"6257","-HwJNn_iyzTaPj0DIRV4iQ","Restaurant Crystal","restaurant-crystal-west-hollywood","russian","3.5",41,"4",90046,"34.091","-118.362"
"6258","BRweQQcGSkLHi1922ERAXA","Ocha Classic Restaurant","ocha-classic-restaurant-los-angeles-2","thai","3",220,"1",90027,"34.0983","-118.303"
"6259","fL55Ss7aOGwI9P2a0z5MMw","McDonald's","mcdonalds-north-hollywood-5","hotdogs","2.5",144,"1",91602,"34.1525","-118.368"
"6260","ZA4IkmcXjRrNylcUsNrAfQ","Honey Baked Ham Company","honey-baked-ham-company-toluca-lake","meats","4",127,"1",91602,"34.152","-118.351"
"6261","nFI_-X1QVoAjLLaGWdDqxQ","Andy's Restaurant","andys-restaurant-los-angeles","mexican","4",165,"1",91601,"34.1683","-118.37"
"6262","GpSSqAav3oX_Yiw8SND5Kg","Thailand Plaza","thailand-plaza-los-angeles-3","grocery","3.5",13,"2",90027,"34.1022","-118.306"
"6263","9BbWtC6reOAuZd_kLrBeXA","Domino's Pizza","dominos-pizza-north-hollywood-6","pizza","3",48,"1",91602,"34.1521","-118.363"
"6264","sn8oQ2-BzmNvMHRQ17iu5w","Hollywood Bowl Market Café","hollywood-bowl-market-café-los-angeles","icecream","2.5",7,"3",90068,"34.1125","-118.339"
"6265","LHfFAmjRQvseCE-RnkF7TQ","La Reyna Tacos","la-reyna-tacos-los-angeles","mexican","4.5",35,"1",90029,"34.0885","-118.309"
"6266","mqceO01qKdx8mgC-FZ5CDA","Woody's Grill Truck","woodys-grill-truck-north-hollywood","foodtrucks","3.5",88,"2",91601,"34.1612","-118.373"
"6267","Po3f7phyLzP5yWCQgIQP1w","Sabor Latinos","sabor-latinos-los-angeles","salvadoran","3.5",15,"1",90029,"34.0953","-118.296"
"6268","1SoD8tHmLlIqIR6bni0qtQ","RioZonas Açaí","riozonas-açaí-north-hollywood","juicebars","4.5",103,"2",91601,"34.1658","-118.371"
"6269","VvcGi_Uid1NxGexL4oe6vw","Tamarind Avenue Deli","tamarind-avenue-deli-los-angeles","delis","3.5",127,"1",90028,"34.0978","-118.319"
"6270","eWdsZtsfzYbaXwaJ_HnuKw","L'Scorpion","l-scorpion-hollywood","mexican","3.5",192,"2",90028,"34.1017","-118.336"
"6271","aBKYPrROm_eBvP9pD_i15Q","Henry's Tacos","henrys-tacos-studio-city","mexican","3.5",199,"1",91604,"34.1499","-118.379"
"6272","VozmgI0h8R8GUdH8rRWCMA","Yai's On Vermont","yais-on-vermont-los-angeles","thai","3.5",266,"2",90027,"34.1009","-118.293"
"6273","GGDhiL-FSjXmBWYdwiDzYA","Sweet Chili","sweet-chili-west-hollywood","thai","4",305,"2",90046,"34.0906","-118.37"
"6274","TM26siLAxOhr9VfRQhjn6g","Arby's","arbys-los-angeles-3","hotdogs","3.5",125,"1",90028,"34.0979","-118.319"
"6275","fgjFG8jsj3La7BGrYK1U8Q","Denny's","dennys-burbank-2","diners","3",167,"1",91506,"34.1629","-118.313"
"6276","kgBRjifIOYtL_DROPHvklw","Backstage Cafe","backstage-cafe-burbank","bakeries","3.5",167,"1",91505,"34.1604","-118.33"
"6277","qG1__EXlmZYNr91wuzKsPw","Yogi Dog","yogi-dog-los-angeles-2","hotdog","3.5",58,"1",90028,"34.1017","-118.338"
"6278","HBn4DUgu-364YhQOc3CCDw","Nat's Thai Food","nats-thai-food-los-angeles","thai","4",108,"1",90038,"34.0915","-118.327"
"6279","gpmuJVHfrB71kixSn9slzA","Mustard Seed Café","mustard-seed-café-los-angeles-2","newamerican","3.5",510,"2",90027,"34.1067","-118.287"
"6280","kuCGnKbhMi_9LzfWwr72zA","Rise-N-Grind","rise-n-grind-los-angeles","coffee","3.5",345,"1",90028,"34.1019","-118.331"
"6281","MqUfteB9CX1lZJR4ONkXKw","Tallyrand Restaurant","tallyrand-restaurant-burbank","diners","3.5",497,"2",91506,"34.1668","-118.323"
"6282","vjc1cTMcVL2Y7VTr0b0F1Q","Burger Factory","burger-factory-los-angeles-6","burgers","3.5",142,"1",90038,"34.0905","-118.316"
"6283","fJr5vc6OHHlMcQxwiHlj9Q","XO Cafe","xo-cafe-glendale-4","cafes","4.5",188,"1",91201,"34.1652","-118.287"
"6284","V3ejQf515L1pNO1poFBDeA","TeaPot Bakery & Cafe","teapot-bakery-and-cafe-glendale","bakeries","4.5",74,"1",91201,"34.1683","-118.285"
"6285","v7MXX-BYSRNZTECAPotdkA","Denny's","dennys-hollywood-4","diners","2.5",249,"1",90028,"34.0978","-118.323"
"6286","9Cn85uYpcu8jRv5wZeP6ww","Casita Taco Al Carbon","casita-taco-al-carbon-north-hollywood","mexican","4",333,"1",91601,"34.1646","-118.378"
"6287","BQbCBMUH987CehRIS-aH8w","Daughter’s Deli","daughter-s-deli-west-hollywood","bagels","4.5",82,"2",90069,"34.0935","-118.378"
"6288","tDu-GTK_P6TitS46vg_c5w","Green Tea House","green-tea-house-los-angeles","chinese","3",278,"1",90046,"34.0979","-118.348"
"6289","XWfORlNX1pPfXDHaQRp1Mw","El Unico Pollo Taquero","el-unico-pollo-taquero-los-angeles","mexican","3.5",100,"1",90029,"34.091","-118.286"
